CompanyName,MarketCap,EmployeesTotalAmount
NEW YORK TIMES COMPANY,7.137,5000
CHINA CINDA ASSET MANAGEMENT,7.143,13067
BOYD GAMING CORPORATION,7.136,15114
SHARP CORPORATION,7.125,51121
AIB GROUP,7.131,9520
TORRENT PHARMACEUTICALS,7.127,12881
OMNICELL,7.128,3800
INNOLUX CORPORATION,7.129,58000
MEDIBANK PRIVATE,7.118,3982
BID CORPORATION,7.115,23365
CHINA MERCHANTS PORT HOLDINGS COMPANY,7.115,7848
NATERA,7.109,2670
ITOCHU TECHNO-SOLUTIONS CORPORATION,7.109,9085
PROSPERITY BANCSHARES,7.114,3704
OPENDOOR TECHNOLOGIES INC.,7.100,2816
GREAT EASTERN HOLDINGS,7.099,4227
GROWTHPOINT PROPERTIES AUSTRALIA,7.100,NAN
BRITISH LAND COMPANY,7.090,783
AIRTEL AFRICA,7.094,3300
AROUNDTOWN SA,7.077,500
SINOPHARM GROUP,7.081,NAN
GLOBAL POWER SYNERGY PUBLIC COMPANY,7.077,NAN
SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP,7.079,108316
WOODWARD,7.067,7200
AUSNET SERVICES LTD,7.067,1700
PT CHAROEN POKPHAND INDONESIA TBK,7.059,NAN
BANGKOK BANK PUBLIC COMPANY,7.058,NAN
XIAMEN FARATRONIC,7.059,NAN
ROYAL MAIL,7.026,177047
GMEXICO TRANSPORTES,7.031,NAN
AKER ASA,7.026,28000
VSMPO-AVISMA CORPORATION,7.030,NAN
OSAKA GAS,7.017,5271
BB SEGURIDADE PARTICIPACOES,7.013,NAN
VITROLIFE AB (PUBL),7.009,NAN
IRONSOURCE,6.995,930
AUTEK CHINA,6.997,NAN
CENTRAL PATTANA PUBLIC COMPANY,7.004,NAN
ALASKA AIR GROUP,7.000,22833
IDBI BANK,6.990,17736
MASTEC,6.982,25000
PhonePe,NAN,NAN
HDFC ASSET MANAGEMENT COMPANY LIMITED,6.973,NAN
POLARIS,6.969,16000
KLARNA,NAN,3500
CLARIANT AG,6.968,NAN
WEX Inc,6.951,5600
OZ MINERALS,6.945,3128
PILGRIM'S PRIDE CORPORATION,6.940,59400
SHENZHEN CAPCHEM TECHNOLOGY,6.935,NAN
SUZHOU TA&A ULTRA CLEAN TECHNOLOGY,6.931,NAN
JAPAN POST INSURANCE,6.930,245472
COLFAX CORPORATION,6.934,15000
HIKARI TSUSHIN,6.919,6305
MOBILE TELESYSTEMS,6.920,58415
DAIWA HOUSE REIT INVESTMENT CORPORATION,6.917,NAN
SUZHOU DONGSHAN PRECISION MANUFACTURING,6.923,NAN
TATA TELESERVICES (MAHARASHTRA),6.916,NAN
AVIC AVIATION HIGH-TECHNOLOGY,6.909,NAN
PLAYTIKA HOLDING CORP.,6.898,3800
LEVIMA ADVANCED MATERIALS CORPORATION,6.902,NAN
CORELOGIC,NAN,5100
"INNER MONGOLIA JUNZHENG ENERGY & CHEMICAL GROUP CO.,LTD.",6.902,NAN
SOOCHOW SECURITIES,6.897,NAN
SAUDI KAYAN PETROCHEMICAL COMPANY,6.888,NAN
ORIGIN ENERGY,6.892,5360
KANGMEI PHARMACEUTICAL,6.887,NAN
NOVOCURE,6.878,1023
ONEMAIN HOLDINGS,6.880,8800
SUNAC CHINA HOLDINGS,6.867,50834
VOESTALPINE AG,6.864,49000
UNITED STATES STEEL CORPORATION,6.864,24540
KEPPEL CORPORATION,6.846,18297
GENTING SINGAPORE,6.853,6253
CHINA ENERGY ENGINEERING CORPORATION LIMITED,6.854,117830
DATANG INTERNATIONAL POWER GENERATION,6.837,33340
KINROSS GOLD CORPORATION,6.831,8951
TIS,6.830,19744
LEGEND BIOTECH CORP,6.825,1071
MARKS AND SPENCER GROUP,6.830,NAN
AB ELECTROLUX (PUBL),6.815,48000
GUANGDONG WEIHUA CORPORATION,6.821,NAN
ZHEJIANG WEIMING ENVIRONMENT PROTECTION,6.817,NAN
ARC RESOURCES,6.820,784
HAPVIDA PARTICIPACOES E INVESTIMENTOS,6.808,30000
REPLY,6.809,9059
QANTAS AIRWAYS,6.812,30179
JAFRON BIOMEDICAL,6.807,1895
SAMSARA NETWORKS,NAN,1616
IIDA GROUP HOLDINGS,6.804,9693
BHARAT ELECTRONICS,6.803,9612
BRP,6.785,13500
PROCTER & GAMBLE HYGIENE AND HEALTH CARE,6.785,NAN
GUANGHUI ENERGY,6.790,NAN
JSW ENERGY,6.793,4742
HUNTER DOUGLAS,6.791,22000
ONEX CORPORATION,6.782,147000
COMMERCIAL INTERNATIONAL BANK -EGYPT,6.782,NAN
GAP,6.766,129000
GRUPO CARSO,6.763,NAN
HANKYU HANSHIN HOLDINGS,6.757,22654
MEDPACE HOLDINGS,6.757,4500
NATIONAL STORAGE REIT,6.760,924
BOSCH,6.762,31530
FAURECIA S.E,6.746,104739
SINOPAC FINANCIAL HOLDINGS COMPANY,6.753,NAN
CHANG HWA COMMERCIAL BANK,6.739,NAN
WIWYNN CORPORATION,6.741,NAN
FOX FACTORY HOLDING,6.730,3730
REYNOLDS CONSUMER PRODUCTS INC.,6.725,5600
ZYNGA,6.721,2245
AVICOPTER,6.717,NAN
KOHL'S CORPORATION,6.707,122000
HIKMA PHARMACEUTICALS,6.713,8578
SOMFY SA,6.707,NAN
ONEX CORPORATION,6.713,497
ZIM INTEGRATED SHIPPING SERVICES LTD.,6.710,3782
EMCOR GROUP,6.702,34000
BKW AG,6.698,10500
BANQUE CANTONALE VAUDOISE,6.694,1896
HERO MOTOCORP,6.678,8599
GUANGZHOU KINGMED DIAGNOSTICS GROUP,6.681,10714
CPI PROPERTY GROUP,6.679,4353
CHINA GREATWALL TECHNOLOGY GROUP,6.677,NAN
PEGATRON CORPORATION,6.677,7644
IAA,6.667,53
AFFILIATED MANAGERS GROUP,6.667,4400
DAI NIPPON PRINTING,6.672,38181
NEW RELIC,6.669,1284
SHANGHAI ZHIXIN ELECTRIC,6.658,NAN
ASCENDIS PHARMA A/S,6.653,482
EURAZEO SE,6.650,270
JUBILANT FOODWORKS,6.653,31514
LG INNOTEK,6.651,15622
WUXI SHANGJI AUTOMATION,6.642,NAN
ODAKYU ELECTRIC RAILWAY,6.642,14193
PEPCO GROUP N.V.,6.630,NAN
LOTTE CHEMICAL CORPORATION,6.632,4541
NEXTERA ENERGY PARTNERS LP,6.634,14900
EL PUERTO DE LIVERPOOL,6.625,75000
NUTANIX,6.616,6080
INGREDION,6.621,12000
RITCHIE BROS. AUCTIONEERS,6.610,2600
IDP EDUCATION,6.609,NAN
LOCALIZA RENT A CAR,6.601,NAN
STAMPS.COM,6.600,1179
SHENZHEN DYNANONIC CO. LTD,6.599,NAN
CHANGJIANG SECURITIES COMPANY,6.594,NAN
PAGE INDUSTRIES,6.592,18637
DECHRA PHARMACEUTICALS,6.583,1753
TECAN GROUP,6.579,2050
EIDOS THERAPEUTICS,NAN,70
GLACIER BANCORP,6.580,3559
SUNRUN,6.566,11383
CENTRE TESTING INTERNATIONAL GROUP,6.574,NAN
CHANGE HEALTHCARE,6.573,15000
ZHEJIANG LONGSHENG GROUP,6.566,NAN
OPEN HOUSE,6.571,5860
JIANGSU EXPRESSWAY COMPANY,6.570,NAN
ALD SA,6.567,NAN
ADT,6.559,25000
CHINA SHIPBUILDING INDUSTRY GROUP POWER,6.558,NAN
COHERENT,6.557,5085
HELVETIA HOLDING AG,6.563,11687
IA FINANCIAL CORPORATION,6.559,7600
ASTRAL LIMITED,6.560,NAN
"SHANXI TAIGANG STAINLESS STEEL CO., LTD.",6.552,NAN
"FUSHUN SPECIAL STEEL CO.,LTD.",6.551,NAN
EAGLE MATERIALS,6.548,2300
KBR,6.550,28000
HUADIAN POWER INTERNATIONAL CORPORATION,6.547,NAN
MAPFRE,6.537,33730
COBHAM,NAN,NAN
F&C INVESTMENT TRUST,6.537,NAN
REXEL,6.540,24000
FRAPORT AG,6.540,22514
FLIR SYSTEMS,NAN,4265
YANTAI JEREH OILFIELD SERVICES GROUP,6.541,4990
BANK OZK,6.544,2315
ANAPLAN,6.534,1900
NOMURA REAL ESTATE MASTER FUND,6.529,NAN
SBI HOLDINGS,6.528,5391
HINDUSTAN PETROLEUM CORPORATION,6.528,10352
SHANGHAI BAIRUN INVESTMENT HOLDING GROUP,6.517,1452
ROYAL GOLD,6.517,28
EURONET WORLDWIDE,6.520,8800
AIR CANADA,6.521,21100
YETI HOLDINGS,6.509,701
ASR NEDERLAND,6.512,3934
HILTON GRAND VACATIONS,6.511,333000
TECH DATA CORPORATION,NAN,NAN
HUA HONG SEMICONDUCTOR,6.501,5500
FORD OTOMOTIV SANAYI,6.501,NAN
ACKERMANS & VAN HAAREN NV,6.501,NAN
CHANGSHA JINGJIA MICROELECTRONICS,6.498,NAN
WESCO INTERNATIONAL,6.487,18000
CHINA SUNTIEN GREEN ENERGY CORPORATION,6.493,NAN
R1 RCM,6.482,22000
ASPEN PHARMACARE HOLDINGS,6.465,9800
DAWNING INFORMATION INDUSTRY,6.472,NAN
NORTHLAND POWER,6.458,1154
LEPU MEDICAL TECHNOLOGY (BEIJING),6.462,NAN
LOUISIANA-PACIFIC CORPORATION,6.456,4800
"BEIJING SHOUGANG CO., LTD.",6.452,17765
BAIC BLUEPARK NEW ENERGY TECHNOLOGY,6.449,NAN
KORNIT DIGITAL,6.438,547
TCF FINANCIAL CORPORATION,NAN,8209
CADENCE BANCORPORATION,6.435,3500
INDUSTRIAL BANK OF KOREA,6.425,10000
TREASURY WINE ESTATES,6.427,3500
BEIJING DABEINONG TECHNOLOGY GROUP,6.425,NAN
ENCOMPASS HEALTH CORPORATION,6.411,43000
SIGNIFY,6.405,37926
EASYJET,6.405,14000
BEIJING EASPRING MATERIAL TECHNOLOGY,6.407,NAN
MAINFREIGHT,6.404,8631
CHAROEN POKPHAND FOODS PUBLIC COMPANY,6.400,NAN
ETIHAD ETISALAT COMPANY,6.396,NAN
MDU RESOURCES GROUP,6.395,14700
DOUGLAS EMMETT,6.402,700
ZHEJIANG DINGLI MACHINERY,6.403,NAN
MEDALLIA,6.400,2037
KONAMI HOLDINGS CORPORATION,6.387,9499
ORPEA SA,6.390,NAN
HITACHI CONSTRUCTION MACHINERY,6.387,NAN
SUNRISE COMMUNICATIONS GROUP AG,NAN,1739
IGO LIMITED,6.391,NAN
GODREJ PROPERTIES,6.387,1779
JABAL OMAR DEVELOPMENT COMPANY,6.382,NAN
"TIANNENG BATTERY GROUP CO., LTD.",6.384,NAN
LANDSTAR SYSTEM,6.380,1399
VALMET OYJ,6.381,NAN
SWITCH,6.378,829
DESCARTES SYSTEMS GROUP,6.369,1550
CHONGQING RURAL COMMERCIAL BANK,6.367,15088
VALVE CORPORATION,NAN,1076
CACI INTERNATIONAL,6.372,22000
GRUPO AEROPORTUARIO DEL SURESTE S. A. B. DE C. V,6.361,NAN
ANHUI KOUZI DISTILLERY,6.356,NAN
CLOUDKITCHENS,NAN,40
HASHICORP,NAN,1650
LAZADA GROUP,NAN,8000
MACHINE ZONE,NAN,1000
TEMPUS,NAN,1576
THE HUT GROUP,NAN,7000
XIAOHONGSHU,NAN,NAN
NOTRE DAME INTERMEDICA PARTICIPACOES,6.345,NAN
BOSTON BEER COMPANY,6.348,2543
NEXSTAR MEDIA GROUP,6.352,12473
VALVOLINE,6.353,9800
KAWASAKI KISEN KAISHA,6.347,6080
YIFENG PHARMACY CHAIN,6.340,NAN
ZHEJIANG YONGTAI TECHNOLOGY,6.332,NAN
CHINA LITERATURE,6.322,2000
COSAN,6.315,30300
CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY,6.321,7873
ABB INDIA,6.319,3299
CHINA STATE CONSTRUCTION INTERNATIONAL HOLDINGS,6.316,335038
GUJARAT GAS,6.313,1089
ECLAT TEXTILE,6.307,16622
ZHEJIANG JIUZHOU PHARMACEUTICAL CO. LTD,6.312,2998
TIANSHUI HUATIAN TECHNOLOGY,6.307,22415
"IWEB, INC.",6.314,NAN
WELCIA HOLDINGS,6.302,9882
SWECO AB (PUBL),6.300,NAN
FINANCIERE DE L'ODET SA,6.295,NAN
ZHONGJIN GOLD,6.297,NAN
CYBERARK SOFTWARE,6.287,2140
NVENT ELECTRIC,6.287,8800
WATTS WATER TECHNOLOGIES,6.288,4597
SOUTH STATE CORPORATION,6.285,4929
BEIJING SHIJI INFORMATION TECHNOLOGY,6.293,5574
RAIA DROGASIL,6.277,NAN
TEXAS ROADHOUSE,6.283,73300
OOREDOO,6.282,NAN
GAN & LEE PHARMACEUTICALS,6.268,260
MAPLETREE LOGISTICS TRUST,6.273,253
WINTIME ENERGY,6.267,NAN
COUSINS PROPERTIES,6.267,316
PROXIMUS,6.257,11423
COLLIERS INTERNATIONAL GROUP,6.256,15000
INSPIRE MEDICAL SYSTEMS,6.257,485
HAKUHODO DY HOLDINGS,6.258,23939
KOEI TECMO HOLDINGS,6.249,1835
JARIR MARKETING COMPANY,6.253,NAN
ITV,6.253,6273
EMMI AG,6.250,NAN
BE SEMICONDUCTOR INDUSTRIES,6.240,1618
KOSE CORPORATION,6.231,14060
GLAXOSMITHKLINE CONSUMER HEALTHCARE,NAN,NAN
WEIR GROUP,6.227,13500
ASGN,6.227,3900
WEIHAI GUANGWEI COMPOSITES,6.230,1657
JIANGSU YANGNONG CHEMICAL,6.230,NAN
SUNING.COM,6.215,44230
CCC INTELLIGENT SOLUTIONS HOLDINGS INC.,6.219,2250
FS KKR CAPITAL,6.218,NAN
BEIJING TIANTAN BIOLOGICAL PRODUCTS,6.212,3415
HUMANWELL HEALTHCARE (GROUP),6.211,15711
SHINKO ELECTRIC INDUSTRIES,6.208,4234
STEEL AUTHORITY OF INDIA,6.199,68742
ANKER INNOVATIONS LIMITED,6.203,NAN
SONGCHENG PERFORMANCE DEVELOPMENT,6.199,NAN
TOPPAN PRINTING,6.198,52599
YUNNAN ALUMINIUM,6.190,NAN
E INK HOLDINGS,6.192,NAN
G4S,NAN,570000
ZYDUS LIFESCIENCTES LIMITED,6.180,13405
"HUNAN VALIN STEEL CO., LTD.",6.182,22628
SQUARE ENIX HOLDINGS,6.180,5077
SEIKO EPSON CORPORATION,6.175,79010
WESTONE INFORMATION INDUSTRY,6.177,NAN
ZHEJIANG WEIXING NEW BUILDING MATERIALS,6.180,NAN
SK BIOPHARMACEUTICALS,6.172,NAN
HENGYI PETROCHEMICAL,6.170,16557
BALKRISHNA INDUSTRIES,6.168,2834
AMBU A/S,6.160,3500
PEARSON PLC,6.163,32000
ARROWHEAD PHARMACEUTICALS,6.162,232
BANKIA,NAN,NAN
PORTON PHARMA SOLUTIONS,6.156,NAN
CRANE,6.157,11000
GOODYEAR TIRE & RUBBER COMPANY,6.160,62000
COLUMBIA SPORTSWEAR COMPANY,6.149,7275
TAISEI CORPORATION,6.153,8507
"OAK STREET HEALTH, INC.",6.136,4800
SCIENTIFIC GAMES CORPORATION,6.135,9700
IMI,6.143,10776
SHANGHAI YUYUAN TOURIST MART (GROUP),6.139,NAN
SAILUN GROUP,6.135,NAN
VGP NV,6.140,NAN
SHIMGE PUMP INDUSTRY GROUP,6.130,NAN
STANTEC,6.116,22000
TOPSPORTS INTERNATIONAL HOLDINGS,6.113,35773
SOTERA HEALTH CO,6.111,3000
HARLEY-DAVIDSON,6.110,5800
NEW YORK COMMUNITY BANCORP,6.106,2815
TOKYO CENTURY CORPORATION,6.097,7365
"ALLEGRO MICROSYSTEMS, INC.",6.103,3720
SHANGHAI AIKO SOLAR ENERGY,6.098,NAN
PRIMERICA,6.093,2891
CAITONG SECURITIES,6.091,NAN
THULE GROUP AB (PUBL),6.088,NAN
FUJIAN ANJOY FOODS,6.094,NAN
DISCOVERY LIMITED,6.085,12980
PT BAYAN RESOURCES TBK,6.092,2748
SHANGHAI LUJIAZUI FINANCE & TRADE ZONE DEVELOPMENT,6.083,NAN
PERSOL HOLDINGS,6.075,45180
KEDA CLEAN ENERGY,6.084,NAN
FANGDA CARBON NEW MATERIAL TECHNOLOGY,6.065,NAN
ENKA INSAAT VE SANAYI,6.062,20962
GRAPHIC PACKAGING HOLDING COMPANY,6.056,25000
AZBIL CORPORATION,6.060,9897
DCP MIDSTREAM LP,6.060,1788
CHINA AVIONICSSYSTEM,6.058,NAN
SHANDONG SINOCERA FUNCTIONAL MATERIAL,6.048,2681
MGM GROWTH PROPERTIES LLC,6.046,1216
VIPSHOP HOLDINGS,6.044,7567
ZHEJIANG HANGKE TECHNOLOGY COMPANY,6.042,1400
YONGHUI SUPERSTORES,6.044,110778
PT MERDEKA COPPER GOLD TBK,6.039,2653
SMITHFIELD FOODS,NAN,54000
HUTCHISON CHINA MEDITECH,6.032,853
HUAXIN CEMENT,6.025,NAN
CHINA MERCHANTS PORT GROUP,6.027,7848
TSIM SHA TSUI PROPERTIES LIMITED,6.016,NAN
JARDINE CYCLE & CARRIAGE,6.024,250000
PI INDUSTRIES,6.006,3000
KOBAYASHI PHARMACEUTICAL,6.008,3435
TRITAX BIG BOX REIT,6.005,NAN
L'OCCITANE INTERNATIONAL,6.002,9000
E. I. DU PONT DE NEMOURS AND COMPANY,6.000,28000
FRESHWORKS Inc,5.999,4300
KOC HOLDING,5.993,100641
BROOKFIELD RENEWABLE CORPORATION,5.979,2875
TAIWAN HIGH SPEED RAIL CORPORATION,5.980,4641
VALLEY NATIONAL BANCORP,5.978,3370
SHOCKWAVE MEDICAL,5.967,449
HENGAN INTERNATIONAL GROUP COMPANY,5.974,25000
NORDIC SEMICONDUCTOR ASA,5.965,767
JUEWEI FOOD,5.972,NAN
PACWEST BANCORP,5.966,2200
SLM CORPORATION,5.963,1450
PROYA COSMETICS,5.957,NAN
RICOH COMPANY,5.950,90141
SCSK CORPORATION,5.952,13979
HERA,5.945,NAN
SPIRIT REALTY CAPITAL,5.945,84
INTERNATIONAL GAME TECHNOLOGY,5.950,11048
KT CORPORATION,5.938,22720
TRINET GROUP,5.936,3300
ENAGAS,5.942,361
RBC BEARINGS,5.940,4892
APELOA PHARMACEUTICAL,5.941,5719
SHENZHEN ENERGY GROUP,5.941,7384
COSCO SHIPPING DEVELOPMENT,5.935,29379
CHINA POWER INTERNATIONAL DEVELOPMENT,5.944,NAN
CURALEAF HOLDINGS,5.928,3000
KOREA SHIPBUILDING & OFFSHORE ENGINEERING,5.927,14400
EXELIXIS,5.929,954
FLOWERS FOODS,5.925,8900
API GROUP CORPORATION,5.925,NAN
BOSIDENG INTERNATIONAL HOLDINGS,5.916,NAN
TUSIMPLE HOLDINGS INC.,5.924,980
ALKEM LABORATORIES,5.915,14000
STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED,5.915,NAN
THOR INDUSTRIES,5.919,31000
LUNDIN MINING CORPORATION,5.917,4170
JAPAN RETAIL FUND INVESTMENT CORPORATION,5.915,NAN
"PANGANG GROUP VANADIUM & TITANIUM RESOURCES CO., LTD.",5.909,NAN
ELEMENT SOLUTIONS,5.910,5300
ASHLAND GLOBAL HOLDINGS,5.913,4100
CHINA GREAT WALL SECURITIES,5.909,NAN
KONGSBERG GRUPPEN ASA,5.914,NAN
NATIONAL FUEL GAS COMPANY,5.911,2188
HANON SYSTEMS,5.897,22000
BGI GENOMICS,5.900,3585
"BRAZE, INC.",5.896,870
HANESBRANDS,5.888,59000
SUMCO CORPORATION,5.891,8199
ALTEN SA,5.890,NAN
NATIONAL OILWELL VARCO,5.892,27043
CENTRICA,5.883,26932
OZON HOLDINGS PLC,5.869,12000
UNITE GROUP,5.868,1400
CHINA LESSO GROUP HOLDINGS,5.871,NAN
MERCURY NZ,5.874,786
KOJAMO OYJ,5.868,296
CHEMOURS COMPANY,5.871,6400
MICROPORT SCIENTIFIC CORPORATION,5.856,NAN
SCOUT24 AG,5.857,1530
KAJIMA CORPORATION,5.862,7887
"TONGLING NONFERROUS METALS GROUP CO.,LTD.",5.856,NAN
MCDONALD'S HOLDINGS COMPANY (JAPAN),5.857,2161
AXFOOD AB (PUBL),5.860,NAN
TERRENO REALTY CORPORATION,5.861,24
GUOLIAN SECURITIES,5.863,NAN
TIANJIN GUANGYU DEVELOPMENT,5.855,NAN
JS GLOBAL LIFESTYLE COMPANY,5.851,4657
ANGANG STEEL COMPANY LIMITED,5.852,NAN
HANWHA CHEMICAL CORPORATION,5.853,4972
BANDHAN BANK,5.850,45549
"BOC INTERNATIONAL (CHINA) CO., LTD",5.846,NAN
KINGSOFT CORPORATION,5.846,7000
FUTURE,5.838,NAN
TELEKOM AUSTRIA AG,5.840,18153
SHANDONG SHIDA SHENGHUA CHEMICAL GROUP COMPANY,5.832,NAN
CHINA RESOURCES CEMENT HOLDINGS,5.828,19467
WORKIVA,5.831,2106
ALTAGAS,5.834,2801
SINOPEC SHANGHAI PETROCHEMICAL COMPANY,5.829,8230
PERFECT WORLD,5.831,NAN
AMBARELLA,5.832,899
CENTURIA CAPITAL GROUP,5.821,NAN
SHANGHAI LINGANG HOLDINGS,5.822,NAN
CHINA RESOURCES SANJIU MEDICAL & PHARMACEUTICAL,5.821,NAN
UNIONE DI BANCHE ITALIANE,NAN,19342
BUMBLE INC.,5.809,650
BOC AVIATION,5.814,176
VODAFONE IDEA LIMITED,5.814,13520
COMPANHIA SIDERURGICA NACIONAL,5.802,NAN
AMKOR TECHNOLOGY,5.799,30400
IOI CORP.BHD,5.796,NAN
NEDBANK GROUP,5.801,28324
SCHAEFFLER AG,5.797,87700
TRAVELOKA,NAN,2470
PT UNITED TRACTORS TBK,5.790,33139
ANTERO RESOURCES CORPORATION,5.789,519
S.C NEW ENERGY TECHNOLOGY CORPORATION,5.782,NAN
NEW INDUSTRIES BIOMEDICAL ENGINEERING,5.776,NAN
RLX TECHNOLOGY INC.,5.765,NAN
METALLURGICAL CORPORATION OF CHINA,5.765,101020
RIT CAPITAL PARTNERS,5.768,NAN
SCOR SE,5.772,2945
NETWEALTH GROUP,5.773,271
BEIJING YUANLIU HONGYUAN ELECTRONIC TECHNOLOGY,5.771,NAN
SHIJIAZHUANG YILING PHARMACEUTICAL,5.773,9618
RAPID7,5.757,2353
A2A,5.764,12978
HYUNDAI GLOVIS,5.755,1447
BIOCON,5.764,12000
ADDTECH AB (PUBL.),5.762,3000
TUI AG,5.759,48330
ACC,5.749,6643
HUBEI XINGFA CHEMICALS GROUP,5.754,NAN
HIROSE ELECTRIC,5.753,4737
ZHEFU HOLDING GROUP,5.747,NAN
HUSKY ENERGY,NAN,4800
SONA BLW PRECISION FORGINGS LIMITED,5.749,NAN
VIA VAREJO,NAN,NAN
CUREVAC,5.739,500
UBISOFT ENTERTAINMENT SA,5.737,18045
SONOCO PRODUCTS COMPANY,5.741,23000
MSA SAFETY,5.744,4800
LANXESS,5.741,14866
IDACORP,5.740,1999
ARENA PHARMACEUTICALS,5.737,363
OCI,5.729,3147
DALIAN PORT (PDA) COMPANY,5.734,NAN
DONGXING SECURITIES COMPANY,5.729,NAN
VICINITY CENTRES,5.720,1200
LECHWERKE AG,5.718,NAN
WEBSTER FINANCIAL CORPORATION,5.722,3245
RIOCAN REAL ESTATE INVESTMENT TRUST,5.710,586
"VERISILICON MICROELECTRONICS (SHANGHAI) CO., LTD.",5.706,NAN
CAMBRICON TECHNOLOGIES CORPORATION LIMITED,5.709,NAN
FLUGHAFEN ZURICH AG,5.709,NAN
SIMPSON MANUFACTURING,5.711,3562
CROWN RESORTS,5.708,12105
SHANDONG WEIGAO GROUP MEDICAL POLYMER COMPANY,5.699,10433
NANJING SECURITIES,5.696,NAN
WALLENSTAM AB (PUBL),5.699,NAN
UNUM GROUP,5.702,10300
ACRON,5.695,NAN
GRUPO AVAL ACCIONES Y VALORES,5.693,104862
NMDC,5.689,5887
CENTRAL RETAIL CORPORATION,5.687,NAN
JCDECAUX SA,5.691,10234
OWL ROCK CAPITAL CORPORATION,5.693,18
ORION OYJ,5.691,3337
NOVANTA,5.693,2700
ETN. FR. COLRUYT NV,5.674,NAN
SEVEN GROUP HOLDINGS,5.670,5800
WINNER MEDICAL CO. LIMITED,5.674,NAN
WINTRUST FINANCIAL CORPORATION,5.665,5239
SPARK NEW ZEALAND,5.664,5224
HENGTONG OPTIC-ELECTRIC,5.656,NAN
LONGSHINE TECHNOLOGY,5.664,NAN
FAR EASTERN NEW CENTURY CORPORATION,5.648,NAN
HANGZHOU ROBAM APPLIANCES,5.647,NAN
BLACKLINE,5.643,1557
HINDUSTAN AERONAUTICS LIMITED,5.638,28345
VOLTAS,5.637,8800
CHINA BAOAN GROUP,5.626,NAN
COSMOS PHARMACEUTICAL CORPORATION,5.617,234
UNITED BREWERIES,5.618,3207
CIFI HOLDINGS (GROUP),5.619,7300
TIMKEN COMPANY,5.619,17000
WESTERN SUPERCONDUCTING TECHNOLOGIES,5.616,NAN
SHURGARD SELF STORAGE,5.622,751
STERLING BANCORP,5.619,1907
COCA-COLA CONSOLIDATED,5.624,79000
GRUPO TELEVISA,5.606,43287
BAUSCH & LOMB CORP,NAN,NAN
CHINA AIRLINES,5.609,89373
LEGGETT & PLATT,5.596,20300
ROYAL UNIBREW A/S,5.599,2631
HELEN OF TROY,5.598,1650
KRUNG THAI BANK PUBLIC COMPANY,5.604,NAN
SHANGHAI FRIENDESS ELECTRONIC TECHNOLOGY CORPORATION,5.594,NAN
CHARGEPOINT HOLDINGS,5.591,1436
JIANGSU YOKE TECHNOLOGY,5.587,NAN
WESTERN SECURITIES,5.589,NAN
TATA COMMUNICATIONS,5.587,12000
HOWARD HUGHES CORPORATION,5.589,600
MEDICOVER AB (PUBL),5.588,NAN
TERNIUM ARGENTINA,5.586,20173
INTEGRA LIFESCIENCES HOLDINGS CORPORATION,5.578,3800
OBAYASHI CORPORATION,5.578,8829
AUROBINDO PHARMA,5.575,23000
HEBEI YANGYUAN ZHIHUI BEVERAGE,5.582,NAN
ICADE,5.569,NAN
ARDAGH METAL PACKAGING S.A.,5.566,16400
TMX GROUP,5.570,1383
PSP SWISS PROPERTY AG,5.568,NAN
RAYONIER,5.566,406
LUPIN,5.563,18302
KUALA LUMPUR KEPONG BERHAD,5.556,NAN
JINDAL STEEL & POWER,5.556,6153
NAVINFO,5.559,NAN
"THERALINK TECHNOLOGIES, INC.",5.555,NAN
KANSAI PAINT,5.552,16459
FUCHS PETROLUB SE,5.545,5600
"LUMINAR TECHNOLOGIES, INC.",5.545,400
AVIC CAPITAL,5.549,4885
"ADVANCED ENERGY SOLUTION HOLDING CO., LTD.",5.535,10000
HOCHTIEF,5.534,46644
ASIA CEMENT CORPORATION,5.526,NAN
QINGDAO PORT INTERNATIONAL,5.525,8981
BAWAG GROUP AG,5.528,4353
SHIN KONG FINANCIAL HOLDING,5.532,17255
QUEBECOR,5.515,10454
AMN HEALTHCARE SERVICES,5.516,3800
VISERA TECHNOLOGIES COMPANY LTD.,5.521,NAN
PT BARITO PACIFIC TBK,5.512,3400
BENEFIT ONE,5.509,NAN
HOME PRODUCT CENTER PUBLIC COMPANY,5.507,NAN
PARADE TECHNOLOGIES,5.505,NAN
ZOTYE AUTOMOBILE CO. LTD,5.513,NAN
JOINN LABORATORIES (CHINA),5.498,NAN
KUMHO PETROCHEMICAL,5.497,1350
SPECTRIS,5.499,8450
RED STAR MACALLINE GROUP CORPORATION,5.502,27113
SYNLAB AG,5.504,NAN
MITSUI CHEMICALS,5.494,17979
AAK AB (PUBL.),5.494,3978
HAOHUA CHEMICAL SCIENCE & TECHNOLOGY,5.490,NAN
NCR CORPORATION,5.482,34000
JIANGSU YUYUE MEDICAL EQUIPMENT & SUPPLY,5.476,5525
GELSENWASSER AG,5.467,1595
TIANFENG SECURITIES,5.472,3208
HOLLYFRONTIER CORPORATION,5.468,3522
CHINA MINMETALS RARE EARTH,5.460,NAN
ZHUZHOU HONGDA ELECTRONICS,5.457,1579
CHINA EVERGRANDE NEW ENERGY VEHICLE GROUP,5.450,123276
